State,Issuer ID,URL Submitted,Tech POC Email
FL,59667,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
FL,85019,https://client.libertydentalplan.com/Content/documents/QDPProvider/cms-data-index.json,mmergen@libertydentalplan.com
FL,93299,https://www.healthplex.com/cms-data-index.json,jbuckshin@healthplex.com
FL,97725,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
FL,98869,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
FL,99787,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
GA,28167,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
GA,37001,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
GA,49046,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
GA,63411,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
GA,63940,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
GA,68806,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
GA,73231,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
GA,83502,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
GA,83761,https://www.alliantplans.com/cms-data-index.json,json@alliantplans.com
GA,86637,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
GA,86681,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
GA,89942,https://healthy.kaiserpermanente.org/static/health/json/technical_information/ga/cms-data-index.json,KPGAHCRCommandCenter@kp.org
HI,10046,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
HI,18350,https://hmsa.com/cms-data-index.json,diane_liu@hmsa.com
HI,46082,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
HI,60612,https://healthy.kaiserpermanente.org/static/health/json/technical_information/hi/cms-data-index.json,KP-HPREO-Machine-Readable@kp.org
IA,61284,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
IA,63366,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IA,71051,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
IA,85930,https://tools.sanfordhealthplan.org/json/index.json,sean.hartka@sanfordhealth.org
IA,93078,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=93078&fmt=json,lori.braegelman@medica.com
IL,18715,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
IL,20129,https://www.healthalliance.org/content/CmsJson/x.json,webintegration@healthalliance.org
IL,27833,https://api.centene.com/ambetter/reference/cms-data-index.json,Jamie.M.Jordan@CENTENE.COM
IL,36096,https://www.bcbsil.com/forms/il/index_il.JSON,HCSC_JSON_support@bcbsil.com
IL,45634,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
IL,53882,http://www.cigna.com/sites/json/cms-data-index.json,ellen.hansen@cigna.com
IL,60600,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IL,68303,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
IL,80839,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
IL,84033,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
IL,87304,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
IN,17575,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
IN,28856,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IN,54192,https://www.caresource.com/vendor/cms/cms-data-index.json,HIXProviderJSON-errors@caresource.com
IN,59560,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
IN,76179,https://api.centene.com/ambetter/reference/cms-data-index.json,Jamie.M.Jordan@CENTENE.COM
IN,79503,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
IN,83557,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
IN,91920,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
KS,11339,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
KS,18558,https://secure.bcbsks.com/BuyBlue/qhp-data/index.BCBSKS.json,machine.readable@bcbsks.com
KS,39520,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=39520&fmt=json,lori.braegelman@medica.com
KS,63790,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
KY,11469,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
KY,18726,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
KY,45636,https://www.caresource.com/vendor/cms/cms-data-index.json,HIXProviderJSON-errors@caresource.com
KY,86825,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
LA,18802,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
LA,19636,http://www.bcbsla.com/acadirectory/19636/19636Index.json,michael.lee@bcbsla.com
LA,44965,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
LA,67243,https://portal.vantagehealthplan.com/data/cms-data-index.json,rlockwood@vhpla.com
LA,78461,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
LA,87390,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
LA,97176,http://www.bcbsla.com/acadirectory/97176/97176Index.json,michael.lee@bcbsla.com
ME,33653,https://www.healthoptions.org/machinereadable/index.json,gstuntz@healthoptions.org
ME,48396,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
ME,50165,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
ME,96667,https://www.harvardpilgrim.org/cmsjson/rest/index.json?client=CMS,DL-PublicMarketPlace@harvardpilgrim.org
MI,15560,http://bcbsm.com/content/dam/public/marketplace/json/bcbsm/index.json,CMSInquiries@bcbsm.com
MI,23426,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
MI,29698,http://www.priorityhealth.com/-/media/priorityhealth/files/cms/index.json,PH-PELCBusinessProcessSupport@priorityhealth.com
MI,31256,http://www.dencap.net/cms-data-index.json,aca@dencap.com
MI,34930,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MI,35700,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
MI,40047,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,CMSJSONErrorNotification@molinahealthcare.com
MI,58594,http://corp.mhplan.com/siteassets/meridian-choice-data/meridianchoice_index.json,sean.lancaster@mhplan.com
MI,60829,http://www.phpmichigan.com/upload/templates/json/index.json,Phyllis.Fisher@phpmm.org
MI,62294,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MI,66587,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
MI,67183,https://thcmi.com/json/2016/index.json,json_alerts@thcmi.com
MI,74917,https://www.mclaren.org/Uploads/Public/Documents/HealthPlan/documents/CMSUploads/cms-data-index.json,CustomerService@mclaren.org
MI,94523,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
MI,98185,http://bcbsm.com/content/dam/public/marketplace/json/bcn/index.json,CMSInquiries@bcbsm.com
MO,29416,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
MO,30613,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MO,32753,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
MO,48786,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
MO,58284,https://client.libertydentalplan.com/Content/documents/QDPProvider/cms-data-index.json,mmergen@libertydentalplan.com
MO,68265,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
MO,69783,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
MO,74483,http://www.cigna.com/sites/json/cms-data-index.json,ellen.hansen@cigna.com
MS,11324,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
MS,48963,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MS,49374,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MT,23603,https://enroll.pacificsource.com/MRF/MT/cms-data-index.json,ITExchange@pacificsource.com
MT,30751,https://www.bcbsmt.com/forms/mt/index_mt.JSON,HCSC_JSON_support@bcbsil.com
MT,32225,https://uhealthplan.utah.edu/individual/json/32225-data-index_2018.json,matthew.pecsok@hsc.utah.edu
MT,71788,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MT,93895,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
NC,11512,http://www.bcbsnc.com/cms-data-index.json,BCBSNC-WindowShoppingTool@bcbsnc.com
NC,25741,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NC,37576,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
NC,55440,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
NC,56891,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NC,94482,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
ND,27882,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
ND,37160,https://www.bcbsnd.com/documents/10181/3178650/index.json/4bee201d-f96b-422a-8e5f-de864540f623,machine-readable-json@bcbsnd.com
ND,75329,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
ND,89364,https://tools.sanfordhealthplan.org/json/index.json,sean.hartka@sanfordhealth.org
NE,20305,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=20305&fmt=json,lori.braegelman@medica.com
NE,45550,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NE,50022,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
NH,57601,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NH,59025,https://www.harvardpilgrim.org/cmsjson/rest/index.json?client=CMS,DL-PublicMarketPlace@harvardpilgrim.org
NH,75841,https://api.centene.com/ambetter/reference/cms-data-index.json,Jamie.M.Jordan@CENTENE.COM
NH,87701,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NH,96751,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NJ,15720,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
NJ,23818,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,drausin@hioscar.com
NJ,44811,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
NJ,48608,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
NJ,77606,https://www.amerihealthnj.com/Resources/cms-data/ahnj-hmo/index.json,AHHealthPlans@amerihealth.com
NJ,91661,https://doctorfinder.horizonblue.com/cms-data/json/index.json,CMSJSONErrorReport@horizonblue.com
NJ,91762,https://www.amerihealthnj.com/Resources/cms-data/ahnj-ic/index.json,AHHealthPlans@amerihealth.com
NJ,93627,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
NJ,99708,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NM,17911,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NM,19722,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,CMSJSONErrorNotification@molinahealthcare.com
NM,26075,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
NM,72034,https://chppayment.christushealth.org/workfiles/json/index.json,ron.hirasaki@christushealth.org
NM,75605,https://www.bcbsnm.com/forms/nm/index_nm.JSON,HCSC_JSON_support@bcbsil.com
NM,93091,http://www.mynmhc.org/uploads/Files/Directory/cms-data-index_nmhc.json,ric.hilliard@mynmhc.org
NV,12553,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NV,33670,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NV,34962,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NV,75719,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
NV,95865,https://www.uhcnevada.com/cmsjson/,CMS_JSON@sierrahealth.com
NV,99298,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
OH,23340,https://providersearch.medmutual.com/cms-data-index.json,Doug.Bennett@medmutual.com
OH,28162,https://s3.amazonaws.com/aultcare.machinereadable/index.json,kharvey@aultcare.com
OH,29276,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
OH,34964,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
OH,44346,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
OH,45845,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,drausin@hioscar.com
OH,47509,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
OH,52664,http://files.myplancentral.com/ACA/cms-data-index.json,JSONAdmGrp@summacare.com
OH,55371,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
OH,64353,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,CMSJSONErrorNotification@molinahealthcare.com
OH,68158,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
OH,74313,https://www.myparamount.org/machinereadablefiles/cms-data-index.json,Paramount.Regulatory@ProMedica.org
OH,77552,https://www.caresource.com/vendor/cms/cms-data-index.json,HIXProviderJSON-errors@caresource.com
OH,86728,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
OH,89819,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
OH,97596,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
OH,99734,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
OH,99969,https://providersearch.medmutual.com/cms-data-index.json,Doug.Bennett@medmutual.com
OK,13711,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
OK,40254,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
OK,45689,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
OK,77760,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
OK,87571,https://www.bcbsil.com/forms/il/index_ok.JSON,HCSC_JSON_support@bcbsil.com
OK,98905,https://secure.ccok.com/json/index.json,mhorton@ccok.com
OR,10091,https://enroll.pacificsource.com/MRF/OR/cms-data-index.json,ITExchange@pacificsource.com
OR,28415,https://www.modahealth.com/cms-data-index.json,jessica.wagner@modahealth.com
OR,39424,https://www.modahealth.com/cms-data-index.json,jessica.wagner@modahealth.com
OR,56707,https://healthplans.providence.org/cms-data-index.json,PHPCMSJSON@providence.org
OR,60013,https://www.willamettedental.com/json/index.json,gahyo@willamettedental.com
OR,68420,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
OR,71287,https://healthy.kaiserpermanente.org/static/health/json/technical_information/or/cms-data-index.json,KPNW-Marketplace-Support@kp.org
PA,15614,https://www.dominionnational.com/files/index.json,esliwka@dominionnational.com
PA,16322,https://www.upmchealthplan.com/coverage/cms/cms-data-index.json,HealthPlanITWebSolutionsCMSJSONSupport@upmc.edu
PA,22444,https://cdn.thehealthplan.com/content/CMS/index.json,aca@thehealthplan.com
PA,31609,https://www.ibx.com/scripts/custom/cms-data/ibc-qcc/index.json,IbxHealthPlans@ibx.com
PA,32561,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
PA,33709,https://www.pfpdata.com/cms-data/33709-hmk/33709-index.json,leonard.miller@highmark.com
PA,33871,https://www.ibx.com/scripts/custom/cms-data/ibc-khpe/index.json,IbxHealthPlans@ibx.com
PA,36160,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
PA,38949,https://www.pfpdata.com/cms-data/38949-pa/38949-index.json,leonard.miller@highmark.com
PA,45127,https://www.capbluecross.com/resources/cms/QHPProviderFormularyAPIs/cms-data-index.json,Benjamin.faesel@capbluecross.com
PA,46518,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
PA,55995,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
PA,62560,https://www.upmchealthplan.com/coverage/cms/cms-data-index.json,HealthPlanITWebSolutionsCMSJSONSupport@upmc.edu
PA,67499,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
PA,68711,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
PA,70194,https://www.pfpdata.com/cms-data/70194-hhic/70194-index.json,leonard.miller@highmark.com
PA,71933,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
PA,82110,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
PA,83731,https://www.pfpdata.com/cms-data/83731-fph/83731-index.json,leonard.miller@highmark.com
SC,26065,https://www.southcarolinablues.com/web/data/sc/bluecross-index.json,gi.changemanagement@bcbssc.com
SC,84939,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
SC,89281,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
SC,92498,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
SC,97325,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
SD,25868,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
SD,31195,https://tools.sanfordhealthplan.org/json/index.json,sean.hartka@sanfordhealth.org
SD,60536,https://www.ahsecure.net/CMS/index.json,ahpit@avera.org
SD,61214,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
TN,14002,https://www.bcbst.com/cms-data-index.json,BCBST_CMSHelpDesk_TechNotifyListserv_GM@bcbst.com
TN,22384,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TN,23552,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,drausin@hioscar.com
TN,24601,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
TN,38886,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
TN,43878,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
TN,79913,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
TN,82120,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
TN,90402,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
TN,99248,http://www.cigna.com/sites/json/cms-data-index.json,ellen.hansen@cigna.com
TX,12846,https://dentalexchange.guardianlife.com/secure/index.json,exchangeIT@premierlife.com
TX,19312,https://www.premierlife.com/secure/json/index.json,Balachandran_muthusamy@glic.com
TX,20069,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,drausin@hioscar.com
TX,23749,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
TX,23891,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TX,24349,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TX,26250,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
TX,26539,https://my.firstcare.com/CMS/MachineReadableFormat/cms-data-index.json,machinereadablereporting@firstcare.com
TX,27248,https://providersearch.communitycares.com/webservice/json/display/him/index.json,WebSupport@CommunityCares.com
TX,29418,https://api.centene.com/ambetter/reference/cms-data-index.json,Jamie.M.Jordan@CENTENE.COM
TX,33602,https://www.bcbstx.com/forms/tx/index_tx.JSON,HCSC_JSON_support@bcbsil.com
TX,40540,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
TX,45786,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,CMSJSONErrorNotification@molinahealthcare.com
TX,47665,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
TX,58609,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
TX,63141,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
TX,66252,https://chppayment.christushealth.org/workfiles/json/index.json,ron.hirasaki@christushealth.org
TX,71837,https://senderohealth.com/idealcareeng/json/jsonfiles/index.json,Tierra.Thomas@senderohealth.com
TX,91476,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
UT,14948,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
UT,40335,https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
UT,42261,https://uhealthplan.utah.edu/individual/json/index.json,uuhpcmsupdates@hsc.utah.edu
UT,42757,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
UT,46958,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
UT,68781,http://ebu.intermountainhealthcare.org/shprovider/index.json,JSONContact@selecthealth.org
UT,68809,https://www.premierlife.com/secure/json/index.json,Balachandran_muthusamy@glic.com
UT,71246,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
VA,10207,https://individual.carefirst.com/carefirst-resources/machine-readable/Index.json,aagala.fortune@carefirst.com
VA,16064,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
VA,20507,https://apps2.optimahealth.com/public/cmsJSON/index.json,smpeters@sentara.com
VA,31319,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
VA,37204,https://www.pchp.net/cms-data/index.json,Steve.Morton@pchp.net
VA,40198,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
VA,40308,https://individual.carefirst.com/carefirst-resources/machine-readable/Index.json,aagala.fortune@carefirst.com
VA,41921,http://www.cigna.com/sites/json/cms-data-index.json,ellen.hansen@cigna.com
VA,42808,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
VA,54965,https://www.dominionnational.com/files/index.json,esliwka@dominionnational.com
VA,69103,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
VA,88380,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
VA,95185,https://healthy.kaiserpermanente.org/static/health/json/technical_information/va/cms-data-index.json,ProviderOperations-Exchanges@kp.org
VA,97762,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
