State,Issuer ID,Issuer Name,URL Submitted,Tech POC Email
AZ,58292,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
AZ,65441,"Phoenix Health Plans, Inc.",https://www.phxchoice.com/QHP-provider-formulary-APIs/data/index.json,paul.govatos@coniferhealth.com
AZ,66105,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
AZ,70239,Health Choice Insurance Co.,https://www.healthchoiceessential.com/cms-data-index.json,msisson@iasishealthcare.com
AZ,77352,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
AZ,78611,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
AZ,86830,Cigna Health and Life Insurance Company,http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
AZ,91450,"Health Net of Arizona, Inc.",http://www.healthnet.com/static/hhs_az_json_20439/index.json,allison.x.von.horn@healthnet.com
AZ,97667,"Cigna HealthCare of Arizona, Inc",http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
AZ,98971,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
DE,26018,"Delta Dental of Delaware, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
DE,29497,Aetna Life Insurance Company,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
DE,48664,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
DE,67190,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
DE,67775,"Dominion Dental Services, Inc.",https://www.dominionmembers.com/index.json,drogers@dominiondental.com
DE,76168,Highmark BCBSD Inc.,https://www.pfpdata.com/cms-data/76168-de/76168-index.json,leonard.miller@highmark.com
DE,90955,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
FL,15833,Guardian Life Insurance Company of America,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
FL,15980,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
FL,16842,Blue Cross and Blue Shield of Florida,http://www.bcbsfl.com/DocumentLibrary/Providers/cms/cms-data-index.json,rob.fitzgerald@bcbsfl.com
FL,18628,Aetna Health Inc. (a FL corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
FL,21663,Celtic Insurance Company,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
FL,27357,"Health First Health Plans, Inc.",https://www.health-first.org/applications/dn/cms_json/index.json,Darren.Houle@Health-first.org
FL,30115,Florida Combined Life Insurance Company,https://www.floridabluedental.com/cms-data/FL/cms-data-index.json,ggupta@lsvusa.com
FL,30219,"SafeGuard Health Plans, Inc., a Florida Corporation",https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
FL,30252,"Health Options, Inc.",http://www.bcbsfl.com/DocumentLibrary/Providers/cms/cms-data-index.json,rob.fitzgerald@bcbsfl.com
FL,35783,"Humana Medical Plan, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
FL,38897,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
FL,43274,"Solstice Benefits, Inc.",https://www.solsticebenefits.com/CMS/index.json,mmino@solsticebenefits.com
FL,48121,Cigna Health and Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
FL,48129,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
FL,54172,"Molina Healthcare of Florida, Inc",http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
FL,56503,"Florida Health Care Plan, Inc.",http://www.fhcp.com/xml/cms-data-index.json,ajustice@fhcp.com
FL,57451,"Coventry Health Care of Florida, Inc.",https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
FL,59667,"DentaQuest of Florida, Inc.",https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
FL,68398,"UnitedHealthcare of Florida, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
FL,77150,"Health First Insurance, Inc.",https://www.health-first.org/applications/dn/cms_json/index.json,Darren.Houle@Health-first.org
FL,85019,"LIBERTY Dental Plan of Florida, Inc.",https://client.libertydentalplan.com/Content/documents/QDPProvider/cms-data-index.json,mmergen@libertydentalplan.com
FL,93299,Healthplex Dental Services Inc.,https://www.healthplex.com/cms-data-index.json,jbuckshin@healthplex.com
FL,97725,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
FL,98534,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
FL,99787,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
GA,22500,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
GA,28167,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
GA,37001,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
GA,43802,"UnitedHealthcare of Georgia, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
GA,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
GA,50491,Cigna Health and Life Insurance Company,http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
GA,55612,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
GA,63411,"Blue Cross and Blue Shield of Georgia, Inc.",https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
GA,63940,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
GA,68806,"DSM USA Insurance Company, Inc.",https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
GA,70893,Ambetter of Peach State Inc.,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
GA,73231,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
GA,82824,Aetna Health Inc. (a GA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
GA,83502,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
GA,83761,Alliant Health Plans,https://www.alliantplans.com/cms-data-index.json,wsanders@alliantplans.com
GA,86637,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
GA,86681,"Dental Care Plus, Inc.",https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
GA,89942,Kaiser Foundation Health Plan of Georgia,https://healthy.kaiserpermanente.org/static/health/json/technical_information/ga/cms-data-index.json,KPGAHCRCommandCenter@kp.org
GA,93332,"Humana Employers Health Plan of Georgia, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
GA,95852,Harken Health Insurance Company,https://www.harkenhealth.com/cms-data-index.json,CMS_support@harkenhealth.com
HI,10046,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
HI,18350,Hawaii Medical Service Association,https://hmsa.com/cms-data-index.json,HMSAWebProducts@hmsa.com
HI,46082,Hawaii Dental Service Corporation,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
HI,50397,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
HI,60612,"Kaiser Foundation Health Plan, Inc.",https://healthy.kaiserpermanente.org/static/health/json/technical_information/hi/cms-data-index.json,HCR-Info@kp.org
IA,11738,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
IA,18973,Coventry Health Care of Iowa Inc.,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
IA,27651,"Gundersen Health Plan, Inc.",https://www.gundersenhealthplan.org/QHPAPI/PNM/index.json,jsonteam@gundersenhealth.org
IA,50730,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
IA,51902,"UnitedHealthcare of the Midlands, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
IA,61284,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
IA,63366,Delta Dental of Iowa,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IA,71051,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
IA,74980,"Avera Health Plans, Inc.",http://www.avera.org/app/files/public/58726/index.json,ahpit@avera.org
IA,85930,Sanford Health Plan,https://www.sanfordhealthplan.org/json/index.json,kathryn.parker@sanfordhealth.org
IA,88678,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
IA,93078,Medica Insurance Company,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=93078&fmt=json,Lori.braegelman@medica.com
IL,16724,"UnitedHealthcare of the Midwest, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
IL,18715,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
IL,20129,"Health Alliance Medical Plans, Inc.",https://www.healthalliance.org/content/CmsJson/x.json,webintegration@healthalliance.org
IL,27833,Celtic Insurance Company,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
IL,35670,Coventry Health & Life Co.,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
IL,36096,Blue Cross Blue Shield of Illinois,https://www.bcbsil.com/forms/il/index_il.JSON,HCSC_JSON_support@bcbsil.com
IL,45634,"DSM USA Insurance Company, Inc.",https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
IL,58288,"Humana Health Plan, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
IL,60600,Delta Dental of Illinois,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IL,68303,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
IL,78463,Harken Health Insurance Company,https://www.harkenhealth.com/cms-data-index.json,CMS_support@harkenhealth.com
IL,83350,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
IL,84033,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
IL,85099,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
IL,87304,First Commonwealth Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
IL,96601,"Coventry Health Care of Illinois, Inc.",https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
IL,99129,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
IN,17575,Anthem Ins Companies Inc(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
IN,28856,"Delta Dental Plan of Indiana, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
IN,33380,"Indiana University Health Plans, Inc.",http://iuhealth.org/assets/healthplans/files/IUH-cms-data-index.json,jnaffzig@iuhealth.org
IN,36373,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
IN,50816,"Physicians Health Plan of Northern Indiana, Inc.",https://secure.phpni.com/PublishedDataService/PublishedDataService.svc/index,jrice@phpni.com
IN,54192,"CareSource Indiana, Inc.",https://www.caresource.com/vendor/cms/cms-data-index.json,jeff.severino@caresource.com
IN,59560,Guardian Life Insurance Company of America,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
IN,62033,"MDwise Marketplace, Inc.",http://www.mdwise.org/MediaLibraries/MDwise/Files/json/index.json,akesler@mdwise.org
IN,67920,Southeastern Indiana Health Organization,http://siho.org/Marketplace/cms-data-index.json,mike.clancy@siho.org
IN,76179,Celtic Insurance Company,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
IN,79503,"Dental Care Plus, Inc.",https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
IN,83557,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
IN,87417,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
IN,91920,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
KS,11339,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",https://secure.bcbsks.com/BuyBlue/qhp-data/index.BCBSKS.json,machine.readable@bcbsks.com
KS,25268,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
KS,27811,"BlueCross BlueShield Kansas Solutions, Inc.",https://secure.bcbsks.com/BuyBlue/qhp-data/index.Solutions.json,machine.readable@bcbsks.com
KS,50274,"UnitedHealthcare of the Midwest, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
KS,61779,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
KS,63790,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
KS,81711,"Delta Dental of Kansas, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
KS,94248,Blue Cross and Blue Shield of Kansas City,http://cmsapi.bluekc.com/cms-data-index.json,ContactUs@BlueKC.com
LA,18802,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
LA,19636,"HMO Louisiana, Inc.",http://www.bcbsla.com/acadirectory/19636/19636Index.json,wesley.miller@bcbsla.com
LA,38499,"UnitedHealthcare of Louisiana, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
LA,42544,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
LA,44965,"Humana Health Benefit Plan of Louisiana, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
LA,67243,"Vantage Health Plan, Inc.",https://portal.vantagehealthplan.com/data/cms-data-index.json,rlockwood@vhpla.com
LA,74056,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
LA,78461,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
LA,87390,Guardian Life Insurance Company of America,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
LA,97176,Louisiana Health Service & Indemnity Company,http://www.bcbsla.com/acadirectory/97176/97176Index.json,wesley.miller@bcbsla.com
ME,20974,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
ME,33653,Maine Community Health Options,https://www.healthoptions.org/machinereadable/index.json,gstuntz@healthoptions.org
ME,48396,Anthem Health Plans of ME(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
ME,50165,Maine Dental Service Corporation,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
ME,69227,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
ME,96667,Harvard Pilgrim Health Care Inc.,https://www.harvardpilgrim.org/pls/portal/url/ITEM/153ADC2AF0F5425EA5E85E0F2D87B856,David_Bentley@harvardpilgrim.org
MI,11083,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
MI,11103,First Commonwealth Limited Health Services Corporation of Michigan,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
MI,12858,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,http://www.bcbsm.com/content/dam/public/marketplace/json/2016/bcbsm/index.json,troebke@bcbsm.com
MI,29241,Priority Health Insurance Company (PHIC),http://www.priorityhealth.com/-/media/priorityhealth/files/cms/index.json,PH-PELCBusinessProcessSupport@priorityhealth.com
MI,29698,Priority Health,http://www.priorityhealth.com/-/media/priorityhealth/files/cms/index.json,PH-PELCBusinessProcessSupport@priorityhealth.com
MI,31256,"DENCAP Dental Plans, Inc.",http://www.dencap.net/cms-data-index.json,aca@dencap.com
MI,34620,"Harbor Health Plan, Inc.",https://www.harborhealthchoice.com/QHP-provider-formulary-APIs/data/index.json,paul.govatos@coniferhealth.com
MI,34930,"Delta Dental Plan of Michigan, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MI,35700,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
MI,37651,Health Alliance Plan (HAP),http://www.hap.org/cms-data-index.json,mlehner@hap.org
MI,40047,"Molina Healthcare of Michigan, Inc.",http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
MI,46275,"Humana Medical Plan of Michigan, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MI,58594,"Meridian Health Plan of Michigan, Inc.",http://corp.mhplan.com/siteassets/meridian-choice-data/meridianchoice_index.json,sean.lancaster@mhplan.com
MI,60829,Physicians Health Plan,http://www.phpmichigan.com/upload/templates/json/index.json,Phyllis.Fisher@phpmm.org
MI,62294,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MI,63631,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
MI,66587,Guardian Life Insurance Company of America,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
MI,67183,"Total Health Care USA, Inc.",https://thcmi.com/json/2016/index.json,nmonro@thcmi.com
MI,67577,Alliance Health and Life Insurance Company,http://www.hap.org/cms-data-index.json,mlehner@hap.org
MI,71667,"UnitedHealthcare Community Plan, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
MI,74917,McLaren Health Plan Community,https://www.mclaren.org/Uploads/Public/Documents/HealthPlan/documents/CMSUploads/cms-data-index.json,CustomerService@mclaren.org
MI,86217,"GOLDEN DENTAL PLANS, INC.",https://www.goldendentalplans.com/plans/select/json/index.json,victor.ratajczyk@goldendentalplans.com
MI,94523,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
MI,98185,Blue Care Network of Michigan,http://www.bcbsm.com/content/dam/public/marketplace/json/2016/bcn/index.json,jtilley@bcbsm.com
MO,16049,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
MO,29416,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
MO,30613,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MO,32753,Healthy Alliance Life Co(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
MO,34762,Blue Cross and Blue Shield of Kansas City,http://cmsapi.bluekc.com/cms-data-index.json,ContactUs@BlueKC.com
MO,40807,Delta Dental of Missouri,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MO,44240,Coventry Health and Life,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@aetna.com
MO,44527,Coventry Health & Life Insurance Co.,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
MO,48786,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
MO,68265,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
MO,68396,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
MO,74483,Cigna Health and Life Insurance Company,http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
MO,82905,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
MS,11324,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
MS,48963,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
MS,49374,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MS,60328,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
MS,74718,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
MS,90714,Ambetter of Magnolia Inc.,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
MS,97560,"UnitedHealthcare of Mississippi, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
MT,23603,PacificSource Health Plans,https://enroll.pacificsource.com/MRF/MT/cms-data-index.json,ITExchange@pacificsource.com
MT,30751,Blue Cross and Blue Shield of Montana,https://www.bcbsmt.com/forms/mt/index_mt.JSON,HCSC_JSON_support@bcbsil.com
MT,32225,Montana Health Cooperative,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
MT,62818,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
MT,71788,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
MT,93895,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
NC,11512,Blue Cross and Blue Shield of NC,http://www.bcbsnc.com/cms-data-index.json,BCBSNC-WindowShoppingTool@bcbsnc.com
NC,25741,Renaissance Life & Health Insurance Company of America,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NC,37576,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NC,40435,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
NC,54332,"UnitedHealthcare of North Carolina, Inc",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
NC,55440,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
NC,56891,Delta Dental of North Carolina,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NC,61671,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
NC,82612,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
NC,94482,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
ND,27882,Delta Dental of Minnesota,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
ND,37160,Blue Cross Blue Shield of North Dakota,https://www.bcbsnd.com/documents/10181/3178650/index.json/4bee201d-f96b-422a-8e5f-de864540f623,machine-readable-json@bcbsnd.com
